ID,名人姓名,名人国籍,性别,发表地区,发表形式,事发日期,道歉时间,道歉原因,道歉原因归类,主要道歉对象,道歉对象所在地区,道歉人职业领域,发布平台,,全文 繁体,全文 简体,链接,,,,,
110,赵薇,中国大陆,女,中国大陆,文字,6/27/2016,7/15/2016,涉使用“台独”演员,,,,艺人,微博,,一直以最大的善意來對待一切，無論人或事。但在最重要的大是大非面前，態度是無法模糊的。我要向所有被電影《沒有別的愛》選角影響到的人致歉，也感謝所有懷抱善意提醒及督促我們的網友及媒體，無論何時，我都不會忘記自己中國人的身份，也會堅持國家和民族利益高於一切。,一直以最大的善意来对待一切，无论人还是事。但在最重要的大是大非面前，态度是无法模糊的。我要向所有被电影《没有别的爱》选角影响到的人致歉，也感谢所有怀抱善意提醒及督促我们的网友及媒体，无论何时，我都不会忘记自己中国人的身份，也会坚持国家和民族利益高于一切。,https://info.vanpeople.com/1151958.html,,,,,
111,宋冬野,中国大陆,男,中国大陆,文字,10/13/2016,10/25/2016,涉毒,,,,歌手,微博,,1.我對不起父母，對不起妻子，對不起親朋好友，對不起經紀公司，對不起曾經相信我支持我的人。 2.我犯法犯錯，會深刻反省，不再浮躁，接受一切懲罰指責調侃和批評。 3.毒品並不能帶來創作靈感，只能滋生更多的托辭和藉口。 4.我依然熱愛音樂，將單純為了自己而繼續認真創作，並且暫自動淡出，去遊歷積攢，補回荒廢的時間，尋找最初的那種觸動，安靜思考成長和人生的意義。 5.我樂團的兄弟必須暫時另謀生路，在此奢求昔日同行們多多幫忙。 6.希望演藝人士以我為戒，即刻遠離毒品，別再用那些藉口騙自己，幹乾淨淨出作品。 7.我將不再抽大麻，不碰觸其他任何毒品。 8.給大家添堵了，祝一切都好。,1.我对不起父母，对不起妻子，对不起亲朋好友，对不起经纪公司，对不起曾相信我支持我的人们。 2.我犯法犯错，会深刻反省，不再浮躁，接受一切惩罚指责调侃和批评。 3.毒品并不能带来创作灵感，只能滋生更多的托辞和借口。 4.我依然热爱音乐，将单纯为了自己而继续认真创作，并且暂自动淡出，去游历积攒，补回荒废的时间，寻找最初的那种触动，安静思考成长和人生的意义。 5.我乐队的兄弟不得不暂时另谋生路，在此奢求昔日同行们多多帮助。 6.希望演艺人士以我为戒，即刻远离毒品，别再用那些借口骗自己，干干净净出作品。 7.我将不再抽大麻，不碰触其他任何毒品。 8.给大家添堵了，祝一切都好。,https://theinitium.com/article/20211022-culture-song-dong-ye-musitians-and-drug-critics,,,,,
112,赵雅琪,中国大陆,女,中国大陆,视频,11/17/2016,11/22/2016,出轨,,,,演员,媒体发布会,,各位觀眾朋友，大家好。對於上週的事件，我正式的向大家道歉，並誠信的接受大家的批評。也對由於這件事影響到的人和傷害到的人表示深深的歉意，對不起，同時我也向公眾道歉，因為我個人的行為給社會造成了負面的影響和錯誤的示範。真的很對不起。對於我的家人，為他們帶來了巨大的壓力、痛苦和傷害，是我最不能原諒自己的。以前，我從來沒有想過，自己的草率行為會影響和傷害到其他的人。過去的一週是我從小到大最煎熬的幾天，面對巨大的壓力，我幾乎崩潰。發生的這一切讓我措手不及。內心的恐懼和罪惡感使身為一個女性，我第一時間選擇了逃避。直到看到網路上，不實的訊息和謠言越來越多，我才知道沉默帶來了的是更大的傷害。我可以承擔因為此事帶來的懲罰，但實在不想再讓更多無辜的人收到傷害，所以我選擇面對的一切。首先，我要澄清的是，「趙雅淇工作室」是一個跟我毫無關係的帳號。很多不實的報道源自於這個帳號的發生，對於無辜受到影響的一些朋友，我表示深深的歉意。這一次的錯，是難以彌補的。我不想祈求大家的原諒，只希望能給我一次機會，希望我的家人可以恢復平靜的生活。最後再一次對我傷害的人，我要向你們表示深深的歉意。也感謝寬容我，給我鼓勵的朋友，讓我鼓起勇氣來，來面對，來表達我的歉意及說出我的心裡話。,各位观众朋友，大家好。对于上周的事件，我正式的向大家道歉，并诚信的接受大家的批评。也对由于这件事影响到的人和伤害到的人表示深深的歉意，对不起，同时我也向公众道歉，因为我个人的行为给社会造成了负面的影响和错误的示范。真的很对不起。对于我的家人，为他们带来了巨大的压力、痛苦和伤害，是我最不能原谅自己的。以前，我从来没有想过，自己的草率行为会影响和伤害到其他的人。过去的一周是我从小到大最煎熬的几天，面对巨大的压力，我几近崩溃。发生的这一切让我措手不及。内心的恐惧和内疚使作为一个女性，我第一时间选择了逃避。直到看到网上，不实的信息和谣言越来越多，我才知道沉默带来了的是更大的伤害。我可以承担因为此事带来的惩罚，但是实在不想再让更多的无辜的人收到伤害，所以我选择面对一切。首先，我要澄清的是，“赵雅淇工作室”是一个跟我毫无关系的账号。很多不实的报道源于这个账号的发生，对于无辜受到影响的一些朋友，我表示深深的歉意。这一次的错，是难以弥补的。我不想祈求大家的原谅，只希望能给我一次机会，希望我的家人可以恢复平静的生活。最后再一次对我伤害的人，我要向你们表示深深的歉意。也感谢宽容我，给我鼓励的朋友，让我鼓起勇气来，来面对，来表达我的歉意及说出我的心里话。,https://hk.on.cc/hk/bkn/cnt/entertainment/20161122/bkn-20161122174311674-1122_00862_001_cn.html,,,,,
113,刘国梁,中国大陆,男,中国大陆,文字,6/23/2017,6/27/2017,退赛,,,,体育,微博,,"一、我們堅決擁護習主席的各項深化改革方針，相信國家在習大大的帶領下一定會越來越強大。

二、我認為中國體育改革勢在必行！目前管理中心體制確實存在許多弊端，應給協會更多職能符合體育改革潮流，有利於乒乓球項目長遠發展，在改革的道路中，我絕不會為了自己的總教練職務而影響改革的發展，一切都將以大局出發，盡自己的微薄之力去積極推進乒乓球計畫改革！習大大說過，道路對了、不怕遙遠…我感覺中國體育改革的春天到來了。

三、中國乒乓球隊是代表國家參加國際比賽，為國爭光和國家形像是任何事情和感情都不容觸碰的…出現棄賽雖然事先我毫不知情，但是這幾個運動員教練員都是我帶過的隊員，說明我在思想教育和管理上還是有不可推卸的責任！在此我代表他們向廣大球迷鞠躬致歉……！

我們永遠都是愛國，有血有肉、有情有義的中國「好兒子」。祖國利益高於一切，永遠都會是中國乒乓球隊的價值觀和信仰，這一刻我的內心是既感動又心痛，感動在這樣一個特殊時期，有那麼多與我並肩戰鬥十幾年，積累了那麼多年的戰鬥友誼和師徒情深「肝膽相照」的……這件事情也引發了輿論炒作，我感覺到很不安，不能對這件事情做沒有根據的猜測和聯想，更沒有理由進行個人攻擊，甚至反對體育改革和影響2020東京奧運備戰的大環境！讓我們所有的人緊緊團結在黨中央習主席的身邊……遇到了困難，不要埋怨自己，不要指責他人，不要放棄信心，不要逃避責任，而是要一起來克服困難。歷史是由勇敢者創造的。讓我們拿出信心、採取行動，攜手向未來前進！","一、我们坚决拥护习主席的各项深化改革方针，相信国家在习大大的带领下一定会越来越强大。

二、我认为中国体育改革势在必行！目前管理中心体制确实存在很多弊端，应给协会更多职能符合体育改革潮流，有利于乒乓球项目长远发展，在改革的道路中，我绝不会为了自己的总教练职务而影响改革的发展，一切都将以大局出发，尽自己的微薄之力去积极推进乒乓球项目改革！习大大说过，道路对了、不怕遥远…我感觉中国体育改革的春天到来了。

三、中国乒乓球队是代表国家参加国际比赛，为国争光和国家形象是任何事情和感情都不容触碰的…出现弃赛虽然事先我毫不知情，但是这几个运动员教练员都是我带过的队员，说明我在思想教育和管理上还是有不可推卸的责任！在此我代表他们向广大球迷鞠躬致歉……！

我们永远都是爱国，有血有肉、有情有义的中国“好儿子”。祖国利益高于一切，永远都会是中国乒乓球队的价值观和信仰，这一刻我的内心是既感动又心痛，感动在这样一个特殊时期，有那么多个与我并肩战斗十几年，积累了那么多年的战斗友谊和师徒情深“肝胆相照”的……这件事情也引发了舆论炒作，我感觉到很不安，不能对这件事情做没有根据的猜测和联想，更没有理由进行个人攻击，甚至反对体育改革和影响2020东京奥运备战的大环境！让我们所有的人紧紧团结在党中央习主席的身边……遇到了困难，不要埋怨自己，不要指责他人，不要放弃信心，不要逃避责任，而是要一起来战胜困难。历史是勇敢者创造的。让我们拿出信心、采取行动，携手向着未来前进！",http://sports.people.com.cn/n1/2017/0628/c14820-29367063.html,,,,,
114,雷闯,中国大陆,男,中國大陸,文字,7/23/2018,7/23/2018,涉性侵,,,,公益人,朋友圈,,"致被雷闖侵犯傷害的女生和關注雷闖的伙伴們，今天早上，有關於我涉嫌性侵害女生的朋友圈文章。 1.我承認文章中的事實，雖然有一些前因後果，但任何因素都不是我可以推脫責任的理由。我要對那位女生說“對不起”，太多太深的傷害,我知道這句‘對不起’太遲、太不足夠。我特別追悔，在那件事情發生之後的整整三年裡,我都沒有真正反思和懺悔自己的行為，並且使得你心理的傷害一直延續至今。 2、我必須受到懲罰，道德的、精神的、物質的、法律的，我想我已經觸犯了《刑法》，我願意承擔相關的刑事責任，我在考慮向警方自首。我尤其追悔，在偉大的me too 運動席捲全球的時候，我仍然沒有真正反思和懺悔自己的行為、沒有採取悔罪行動。如果有女權方面的機構或研究者願意以我為反面典型做研究，我願意配合。並請女權夥伴們告知我該如何進一步悔罪、彌補傷害、懲罰。 3.不再擔任現機構（億友公益）負責人。接下來，還將提請理事會，變更億友公益的法人（目前法人為雷闖）4、我也第一時間，講此事告知了我的妻子，希望我們的孩子生活在無性侵害的社會中。對於我的其他類似行為，我同樣沉痛和後悔莫及，並願意承擔一切責任。因為時間關係，先做簡單回應，接下來還會做更詳細的回應。","致被雷闯侵犯伤害的女生和关注雷闯的伙伴们，今天早上，有关于我涉嫌性侵害女生的朋友圈文章。 1、我承认文章中的事实，虽然有一些前因后果，但是任何因素都不是我可以推脱责任的理由。我要对那位女生说“对不起”，太多太深的伤害,我知道这句‘对不起’太迟、太不足够。我尤其追悔，在那件事情发生之后的整整三年里,我都没有真正反思和忏悔自己的行为，并且使得你心理的伤害一直延续至今。 2、我必须受到惩罚，道德的、精神的、物质的、法律的，我想我已经触犯了《刑法》，我愿意承担相关的刑事责任，我在考虑向警方自首。我尤其追悔，在伟大的me too 运动席卷全球的时候，我仍然没有真正反思和忏悔自己的行为、没有采取悔罪行动。如果有女权方面的机构或研究者愿意以我为反面典型做研究，我愿意配合。并请女权伙伴们告知我应该如何进一步悔罪、弥补伤害、惩罚。 3、不再担任现机构（亿友公益）负责人。接下来，还将提请理事会，变更亿友公益的法人（目前法人为雷闯）4、我也第一时间，讲此事告知了我的妻子，希望我们的孩子生活在无性侵害的社会中。对于我的其他类似行为，我同样沉痛和后悔莫及，并愿意承担一切责任。因为时间关系，先做简单回应，接下来还会做更详细的回应。",https://www.guancha.cn/society/2018_07_23_465221.shtml,,,,,
115,吴谨言,中国大陆,女,中国大陆,文字,8/25/2018,8/28/2018,耍大牌,,,,演员,微博,,我和團隊向中國電影報道節目組誠懇致歉，對不起！希望自己成長中的每一步都有媒體和大眾的監督。,我和团队向中国电影报道节目组诚恳致歉，对不起！希望自己成长中的每一步都有媒体和大众的监督。,https://www.1905.com/news/20180828/1309245.shtml?fr=wwwstar_news_ylrd_2_20141017,,,,,
116,范冰冰,中国大陆,女,中国大陆,文字,9/30/2018,10/3/2018,逃税,,,,演员,微博,,"最近一段時間，我經歷了從未有過的痛苦、煎熬，進行了深刻的反思、反省，我對自己的所作所為深感羞愧、內疚，在這裡我向大家誠懇道歉！
長期以來，由於自己沒有擺正國家利益、社會利益和個人利益的關係，在影片《大轟炸》和其他一些合約中出現利用「拆分合約」等逃稅問題，我深感羞愧。這些天在配合稅務機關對我及我公司的稅務檢查中，我一直深刻反省：作為一個公眾人物，應該遵紀守法，起到社會和行業的模範帶頭作用，不應在經濟利益面前，喪失自我約束，放鬆管理，以致違法失守。在此，我誠懇地向社會、向愛護關心我的朋友，以及大眾，向國家稅務機關道歉。
對稅務機關調查後，依法所作的一系列處罰決定，我們全都接受。我將依照稅務部門的最終處罰決定，盡力克服一切困難，籌措資金、補繳稅款、繳納罰款。
我從小喜歡藝術，又趕上了影視業蓬勃發展的好時機。在許多前輩的提攜和觀眾朋友的愛護下，加之自己的不斷努力，這才在演藝方面取得了一點成績。身為演員，我常為自己能在世界舞台上展現我國文化而感到自豪，並不遺餘力為此衝鋒。可以說，我每一點成績的取得，都離不開國家和人民的支持。沒有黨和國家的好政策，沒有人民的愛護，就沒有範冰冰。
今天，我對自己的過錯深感惶恐不安！我辜負了國家對我的培養，辜負了社會對我的信任，也辜負了影迷對我的喜愛！在此，我再次向大家誠懇道歉！請大家原諒！
我相信，經過這次整頓，我會講規矩、遵秩序、重責任，在把好的作品獻給大家的同時，也要監督公司管理，守法經營，誠實守信，爭做富有文化內涵的好公司，為全社會傳播正能量！
再次向社會，向一直支持我的影迷，向關愛我的朋友家人真誠的說一句，對不起！","最近一段时间，我经历了从未有过的痛苦、煎熬，进行了深刻的反思、反省，我对自己的所作所为深感羞愧、内疚，在这里我向大家诚恳道歉！
长期以来，由于自己没有摆正国家利益、社会利益和个人利益的关系，在影片《大轰炸》和其他一些合同中出现利用“拆分合同”等逃税问题，我深感羞愧。这些天在配合税务机关对我及我公司的税务检查中，我一直深刻反省：作为一个公众人物，应该遵纪守法，起到社会和行业的模范带头作用，不应在经济利益面前，丧失自我约束，放松管理，以致违法失守。在此，我诚恳地向社会、向爱护关心我的朋友，以及大众，向国家税务机关道歉。
对税务机关调查后，依法作出的一系列处罚决定，我们全接受。我将按照税务部门的最终处罚决定，尽全力克服一切困难，筹措资金、补缴税款、缴纳罚款。
我从小喜欢艺术，又赶上了影视业蓬勃发展的好时机。在诸多前辈的提携和观众朋友的爱护下，加之自己的不断努力，这才在演艺方面取得了一点成绩。作为一个演员，我常为自己能在世界舞台上展示我国文化而自豪，并不遗余力为此冲锋。可以说，我每一点成绩的取得，都离不开国家和人民群众的支持。没有党和国家的好政策，没有人民群众的爱护，就没有范冰冰。
今天，我对自己的过错深感惶恐不安！我辜负了国家对我的培养，辜负了社会对我的信任，也辜负了影迷对我的喜爱！在此，我再次向大家诚恳道歉！请大家原谅！
我相信，经过这次整顿，我会讲规矩、遵秩序、重责任，在把好的作品献给大家的同时，也要监督公司管理，守法经营，诚实守信，争做富有文化内涵的好公司，为全社会传播正能量！
再次向社会，向一直支持我的影迷，向关爱我的朋友家人真诚的说一句，对不起！",https://baijiahao.baidu.com/s?id=1613293063295473768&wfr=spider&for=pc,,,,,
117,俞敏洪,中国大陆,男,中国大陆,文字,11/18/2018,11/18/2018,不良性别言论,,,,企业家,微博,,今天我某個論壇上闡述'衡量評價的方向決定了教育的方向'這一論點時，用了女人找男人的標準做例子，由於沒有表達好，引起了廣大網友的誤解，在此深表歉意。我想表達的真正意思是：一個國家的女性的水平，就代表了國家的水平。女性素質高，母親素質高，就能教育出高素質的孩子。男性也被女性的價值觀所引導，女性如果追求知性生活，男性一定會變得更智慧；女性如果眼裡只有錢，男性就會拼命去賺錢，忽視了精神的修煉。女性強則男人強，則國家強,今天我某个论坛上阐释'衡量评价的方向决定了教育的方向'这一论点时，用了女人找男人的标准做例子，由于没有表达好，引起了广大网友的误解，在此深表歉意。我想表达的真正意思是：一个国家的女性的水平，就代表了国家的水平。女性素质高，母亲素质高，就能够教育出高素质的孩子。男性也被女性的价值观所引导，女性如果追求知性生活，男性一定会变得更智慧；女性如果眼里只有钱，男性就会拼命去挣钱，忽视了精神的修炼。女性强则男人强，则国家强,https://news.cctv.com/2018/11/19/ARTIFhzpBwadyHFbMdffTAue181119.shtml,,,,,
118,翟天临,中国大陆,男,中国大陆,文字,2/4/2019,2/14/2019,学术造假,,,,演员,微博,,近期網路上因我論文情境而引發的討論，讓我懊悔不已、深度自責。在這幾天的輿論聲討與批判中，我深刻反思了自己的想法與言行。虛榮心和僥倖讓我迷失了自己。是我的不當行為，讓學校聲譽被連累、讓學術風氣被影響、讓大眾的信任被辜負。我深感自責和內疚。身為一名青年演員，我一直希望有足夠的文化素養和理論基礎來支撐自己的表演，這也是我嚮往學術的初衷。正是出於對學習的重視，我決定攻讀研究所。研究生就讀期間，我參加了一系列影視作品的拍攝，並有幸取得了一點成績。從那時起，我內心開始飄飄然，開始吹噓自己，這種不良心態還被我帶入到論文寫作過程中，這促使我內心始終心存僥倖，忘記了初衷。我本應牢記，誠信是一切的準則。再次，我也要向被我影響到的相關論文作者真誠道歉。北京電影學院是我最為感恩的母校。我願意積極配合學院的一切調查，毫無推卸地承擔我的責任並接受學院所做的一切決定。北京大學是我最嚮往的殿堂。我充滿歉意地向光華管理學院提出，我正式申請退出北京大學博士後研究流動站的相關工作。如果沒有大家這次嚴厲批評與斥責，我曾經誤以為自己已經到達了某一個階段的彼岸，現在才發現，其實我是誤入了歧途，距離目標還很遠很遠。我真誠地懇求大家原諒我這個曾經被虛榮心作祟的年輕人。最後，我在以萬分之誠意，向學校、向愛護我的師長，以及社會大眾鄭重道歉。還有一直支持我的粉絲們，對不起讓你們失望了。請大家相信，我必將以此為鑑，用最嚴謹的態度與行動，踏踏實實、認認真真對待每一件事，勤勤懇懇、本本分分做好自己。,近期网络上因我论文情况而引发的讨论，让我懊悔不已、深度自责。在这几天的舆论声讨和批判中，我深刻反思了自己的思想与言行。虚荣心和侥幸心让我迷失了自己。是我的不当行为，让学校声誉被连累、让学术风气被影响、让公众的信任被辜负。我深感自责和内疚。作为一名青年演员，我一直希望有足够的文化素养和理论基础来支撑自己的表演，这也是我向往学术的初衷。正是出于对学习的重视，我决定攻读研究生。研究生就读期间，我参加了一系列影视作品的拍摄，并有幸取得了一点成绩。从那时起，我内心开始飘飘然，开始吹嘘自己，这种不良心态还被我带入到论文写作过程中，这促使我内心始终心存侥幸，忘记了初衷。我本应牢记，诚信是一切的准则。再次，我也要向被我影响到的相关论文作者真诚道歉。北京电影学院是我最为感恩的母校。我愿意积极配合学院的一切调查，毫无推卸地承担我的责任并接受学院做出的一切决定。北京大学是我最为向往的殿堂。我充满歉意地向光华管理学院提出，我正式申请退出北京大学博士后科研流动站的相关工作。如果没有大家这次严厉批评与斥责，我曾经误以为自己已经到达了某一个阶段的彼岸，现在才发现，其实我是误入了歧途，距离目标还很远很远。我真诚地恳求大家原谅我这个曾经被虚荣心作祟的年轻人。最后，我在以万分之诚意，向学校、向爱护我的师长，以及社会大众郑重道歉。还有一直支持我的粉丝们，对不起让你们失望了。请大家相信，我必将以此为鉴，用最严谨的态度与行动，踏踏实实、认认真真对待每一件事，勤勤恳恳、本本分分做好自己。,https://baijiahao.baidu.com/s?id=1687544419467191146&wfr=spider&for=pc,,,,,
119,崔永元,中国大陆,男,中国大陆,文字,5/10/2019,5/10/2019,爆料高法被驳,,,,主持人,微博,,"1.做為一個從業多年的新聞工作者，做為一名高校教師，堅決擁護、認可中央調查小組調查結論。
2.反思個人在此事件上的作法，在任何時候都不能輕信未經仔細證實的資料。對此我很後悔，真誠道歉，並願意承擔一切責任。
3.以健康的身體和心態，全力以赴投入教學研究、學科建設，在做學問、做人、培養學生方面，投入更多精力，爭取成就。
謝謝網友們的支持，讓我們在愛國敬業、遵規守法的道路上，不忘初心，多奉獻。","1、做为一个从业多年的新闻工作者，做为一名高校教师，坚决拥护、认可中央调查组调查结论。
2、反思个人在此事件上的作法，在任何时候都不能轻信未经仔细证实的资料。对此我很后悔，真诚道歉，并愿意承担一切责任。
3、以健康的身体和心态，全力以赴投入教学研究、学科建设，在做学问、做人、培养学生方面，投入更多精力，争取取得成就。
谢谢网友们的支持，让我们在爱国敬业、遵规守法的道路上，不忘初心，多多奉献。",https://baijiahao.baidu.com/s?id=1633135388555745401&wfr=spider&for=pc,,,,,
120,王源（TF boys,中国大陆,男,中國大陸,文字,5/20/2019,5/21/2019,違法抽菸,,,,歌手,微博,,對不起！這件事讓我深刻反思了自己的行為，對自己造成的不良社會影響，我感到十分抱歉和愧疚，很抱歉我做了一個錯誤的示範，我會承擔相應的社會責任並接受處罰。身為公眾人物，我今後一定會更加重視自身的言行，希望大家不要效法我的錯誤行為。再次向大家道歉，我一定會以此為鑑，成為更好的大人。,对不起！这件事让我深刻反思了自己的行为，对自己造成的不良社会影响，我感到十分抱歉和愧疚，很抱歉我做了一个错误的示范，我会承担相应的社会责任并接受处罚。作为一名公众人物，我今后一定会更加注重自身的言行，希望大家不要效仿我的错误行为。再次向大家道歉，我一定会以此为鉴，成为更好的大人。,https://www.bbc.com/zhongwen/trad/chinese-news-48369650,,,,,
121,刘阳,中国大陆,男,中国大陆,文字,11/19/2019,11/19/2019,出轨分手,,,,网红,微博,,"對不起，我在感情裡做了無可原諒的事情，我還可笑的試圖隱瞞所有人。
我也不相信自己會這樣把對她4年多的感情拋之腦後，可事實就是我做了，並且是對這段感情傷害最深的事。
發這微博不希望解釋任何，錯了就是錯了，我不配獲得大家的理解。
但是想說幾件事：
1 事情發生到現在我一條朋友圈都沒發，也不會發，那些我的朋友圈回覆全是假的。一些其他圖片的偽造和p圖也希望停止下來，不希望其他任何人捲進來，被傷害。
2 阿沁她一直以來都非常非常善良，希望以後大家能善待她，也拜託盡量在她面前別提起我了。
前陣子我和她分手找了特別多荒謬的理由，她一直告訴我這些都可以克服。但我卻一直在逃避和隱瞞，我知道我不該變心，我知道我在做一件錯事，所以怕造成類似現在的影響而不敢說出真話。但現在這樣讓她傷得更深，用這種方式被發現，我真是個懦夫。
3 這件事完全是我一個人的錯，是我去勾搭別人，我對她不依不饒，是我用盡了「甜言蜜語」去哄騙了她。她也是受害者，無數次拒絕我，無數次拉黑我，可我像瘋了一樣…
我讓所有人受到牽連…
我知道人生在世是不可以這樣想做什麼就做什麼的，而且做的還是這樣傷害最愛你的人的事。我給大家做了錯誤的示範…
雖然很無力，但還是要跟大家說，對不起。","对不起，我在感情里做了无可原谅的事情，我还可笑的试图隐瞒所有人。
我也不相信自己会这样把对她4年多的感情抛之脑后，可事实就是我做了，并且是对这段感情伤害最深的事。
发这条微博不希望解释任何，错了就是错了，我不配获得大家的理解。
但是想说几件事：
1 事情发生到现在我一条朋友圈都没发，也不会发，那些我的朋友圈回复全是假的。一些其他图片的伪造和p图也希望停止下来，不希望其他任何人卷进来，被伤害。
2 阿沁她一直以来都非常非常善良，希望以后大家能善待她，也拜托尽量在她面前别提起我了。
前段时间我和她提分手找了特别多荒谬的理由，她一直告诉我这些都可以克服。可我却一直在逃避和隐瞒，我知道我不该变心，我知道我在做一件错事，所以怕造成类似现在的影响而不敢说出真话。可现在这样让她伤得更深，用这种方式被发现，我真是个懦夫。
3 这件事完全是我一个人的错，是我去勾搭别人，我对她不依不饶，是我用尽了“甜言蜜语”去哄骗了她。她也是一个受害者，无数次拒绝我，无数次拉黑我，可我像疯了一样……
我让所有人受到牵连……
我知道人生在世是不可以这样想做什么就做什么的，而且做的还是这样伤害最爱你的人的事。我给大家做了错误的示范……
虽然很无力，但还是要和大家说，对不起。",https://k.sina.cn/article_2621055085_9c3a206d00100rcyc.html,,,,,
